>Grupo_6 Identificou 2839:
1_6	p_riboswitch=0.586323
2973_6	p_riboswitch=0.992289
2974_6	p_riboswitch=0.983632
2975_6	p_riboswitch=0.907696
2976_6	p_riboswitch=0.992112
2977_6	p_riboswitch=0.989456
2978_6	p_riboswitch=0.976530
2979_6	p_riboswitch=0.989018
2980_6	p_riboswitch=0.958030
2981_6	p_riboswitch=0.941897
2982_6	p_riboswitch=0.995861
2983_6	p_riboswitch=0.996121
2984_6	p_riboswitch=0.995007
2985_6	p_riboswitch=0.985569
2986_6	p_riboswitch=0.653091
2987_6	p_riboswitch=0.991705
2988_6	p_riboswitch=0.981879
2989_6	p_riboswitch=0.982177
2990_6	p_riboswitch=0.988988
2991_6	p_riboswitch=0.952854
2992_6	p_riboswitch=0.995423
2993_6	p_riboswitch=0.996965
2994_6	p_riboswitch=0.998008
2995_6	p_riboswitch=0.983956
2996_6	p_riboswitch=0.968795
2997_6	p_riboswitch=0.993236
2998_6	p_riboswitch=0.985264
2999_6	p_riboswitch=0.982318
3000_6	p_riboswitch=0.986264
3001_6	p_riboswitch=0.984212
3002_6	p_riboswitch=0.993783
3003_6	p_riboswitch=0.992646
3004_6	p_riboswitch=0.984173
3005_6	p_riboswitch=0.960398
3006_6	p_riboswitch=0.993711
3007_6	p_riboswitch=0.985187
3008_6	p_riboswitch=0.981259
3009_6	p_riboswitch=0.997617
3010_6	p_riboswitch=0.992054
3011_6	p_riboswitch=0.992572
3012_6	p_riboswitch=0.982640
3013_6	p_riboswitch=0.968243
3014_6	p_riboswitch=0.993524
3015_6	p_riboswitch=0.984325
3016_6	p_riboswitch=0.998025
3017_6	p_riboswitch=0.991961
3018_6	p_riboswitch=0.991879
3019_6	p_riboswitch=0.985429
3020_6	p_riboswitch=0.968245
3021_6	p_riboswitch=0.993389
3022_6	p_riboswitch=0.998547
3023_6	p_riboswitch=0.991055
3024_6	p_riboswitch=0.992894
3025_6	p_riboswitch=0.985854
3026_6	p_riboswitch=0.967537
3027_6	p_riboswitch=0.998300
3028_6	p_riboswitch=0.992257
3029_6	p_riboswitch=0.992966
3030_6	p_riboswitch=0.984961
3031_6	p_riboswitch=0.998640
3032_6	p_riboswitch=0.992349
3033_6	p_riboswitch=0.992890
3034_6	p_riboswitch=0.998688
3035_6	p_riboswitch=0.992236
3036_6	p_riboswitch=0.998589
3038_6	p_riboswitch=0.981689
3039_6	p_riboswitch=0.990218
3040_6	p_riboswitch=0.977724
3041_6	p_riboswitch=0.997423
3042_6	p_riboswitch=0.882177
3043_6	p_riboswitch=0.740508
3044_6	p_riboswitch=0.875519
3045_6	p_riboswitch=0.903693
3046_6	p_riboswitch=0.764837
3047_6	p_riboswitch=0.883431
3048_6	p_riboswitch=0.979716
3049_6	p_riboswitch=0.989844
3050_6	p_riboswitch=0.992649
3051_6	p_riboswitch=0.993055
3052_6	p_riboswitch=0.993044
3053_6	p_riboswitch=0.988298
3054_6	p_riboswitch=0.911694
3055_6	p_riboswitch=0.982416
3056_6	p_riboswitch=0.693950
3057_6	p_riboswitch=0.662071
3059_6	p_riboswitch=0.578309
3060_6	p_riboswitch=0.986081
3061_6	p_riboswitch=0.955352
3062_6	p_riboswitch=0.972115
3063_6	p_riboswitch=0.997488
3064_6	p_riboswitch=0.942006
3065_6	p_riboswitch=0.687334
3066_6	p_riboswitch=0.905100
3067_6	p_riboswitch=0.714415
3068_6	p_riboswitch=0.735251
3069_6	p_riboswitch=0.642125
3070_6	p_riboswitch=0.959749
3071_6	p_riboswitch=0.825157
3072_6	p_riboswitch=0.991717
3073_6	p_riboswitch=0.993216
3074_6	p_riboswitch=0.993154
3075_6	p_riboswitch=0.980954
3076_6	p_riboswitch=0.907453
3077_6	p_riboswitch=0.912619
3080_6	p_riboswitch=0.941378
3081_6	p_riboswitch=0.985844
3082_6	p_riboswitch=0.952124
3083_6	p_riboswitch=0.972403
3084_6	p_riboswitch=0.910601
3085_6	p_riboswitch=0.865062
3086_6	p_riboswitch=0.741601
3087_6	p_riboswitch=0.783705
3088_6	p_riboswitch=0.771500
3089_6	p_riboswitch=0.668871
3090_6	p_riboswitch=0.975172
3091_6	p_riboswitch=0.976837
3092_6	p_riboswitch=0.739126
3093_6	p_riboswitch=0.991841
3094_6	p_riboswitch=0.993009
3095_6	p_riboswitch=0.993000
3096_6	p_riboswitch=0.927056
3100_6	p_riboswitch=0.758048
3101_6	p_riboswitch=0.983483
3102_6	p_riboswitch=0.984660
3103_6	p_riboswitch=0.871210
3104_6	p_riboswitch=0.976379
3105_6	p_riboswitch=0.881738
3106_6	p_riboswitch=0.635405
3107_6	p_riboswitch=0.883685
3108_6	p_riboswitch=0.847806
3109_6	p_riboswitch=0.940569
3111_6	p_riboswitch=0.984605
3112_6	p_riboswitch=0.736589
3113_6	p_riboswitch=0.991792
3114_6	p_riboswitch=0.993094
3115_6	p_riboswitch=0.991579
3116_6	p_riboswitch=0.921674
3117_6	p_riboswitch=0.583402
3119_6	p_riboswitch=0.642752
3120_6	p_riboswitch=0.983795
3121_6	p_riboswitch=0.984924
3122_6	p_riboswitch=0.968137
3123_6	p_riboswitch=0.996251
3124_6	p_riboswitch=0.884477
3125_6	p_riboswitch=0.758345
3126_6	p_riboswitch=0.941824
3127_6	p_riboswitch=0.922719
3128_6	p_riboswitch=0.965412
3130_6	p_riboswitch=0.985757
3131_6	p_riboswitch=0.702488
3132_6	p_riboswitch=0.992473
3133_6	p_riboswitch=0.992930
3134_6	p_riboswitch=0.990332
3135_6	p_riboswitch=0.882850
3137_6	p_riboswitch=0.952343
3138_6	p_riboswitch=0.986910
3139_6	p_riboswitch=0.956584
3140_6	p_riboswitch=0.966572
3141_6	p_riboswitch=0.995974
3142_6	p_riboswitch=0.958561
3143_6	p_riboswitch=0.838735
3144_6	p_riboswitch=0.935171
3145_6	p_riboswitch=0.919964
3146_6	p_riboswitch=0.958986
3147_6	p_riboswitch=0.941922
3148_6	p_riboswitch=0.987310
3149_6	p_riboswitch=0.907446
3150_6	p_riboswitch=0.992178
3151_6	p_riboswitch=0.982603
3152_6	p_riboswitch=0.993105
3153_6	p_riboswitch=0.789092
3154_6	p_riboswitch=0.957109
3155_6	p_riboswitch=0.981417
3156_6	p_riboswitch=0.987901
3157_6	p_riboswitch=0.956773
3158_6	p_riboswitch=0.993278
3159_6	p_riboswitch=0.909801
3160_6	p_riboswitch=0.841024
3161_6	p_riboswitch=0.908473
3162_6	p_riboswitch=0.891459
3163_6	p_riboswitch=0.963056
3164_6	p_riboswitch=0.929203
3165_6	p_riboswitch=0.991352
3166_6	p_riboswitch=0.995360
3167_6	p_riboswitch=0.919699
3168_6	p_riboswitch=0.988629
3169_6	p_riboswitch=0.895760
3170_6	p_riboswitch=0.626459
3171_6	p_riboswitch=0.979831
3172_6	p_riboswitch=0.986656
3173_6	p_riboswitch=0.983865
3174_6	p_riboswitch=0.966644
3175_6	p_riboswitch=0.944034
3176_6	p_riboswitch=0.949660
3177_6	p_riboswitch=0.885556
3178_6	p_riboswitch=0.794905
3179_6	p_riboswitch=0.952983
3180_6	p_riboswitch=0.508894
3181_6	p_riboswitch=0.838519
3182_6	p_riboswitch=0.987796
3183_6	p_riboswitch=0.958888
3184_6	p_riboswitch=0.891498
3185_6	p_riboswitch=0.935039
3186_6	p_riboswitch=0.973055
3187_6	p_riboswitch=0.987539
3188_6	p_riboswitch=0.964607
3189_6	p_riboswitch=0.987305
3190_6	p_riboswitch=0.952227
3191_6	p_riboswitch=0.933201
3192_6	p_riboswitch=0.895599
3193_6	p_riboswitch=0.839709
3194_6	p_riboswitch=0.959670
3195_6	p_riboswitch=0.971604
3196_6	p_riboswitch=0.975879
3197_6	p_riboswitch=0.995737
3198_6	p_riboswitch=0.842845
3199_6	p_riboswitch=0.919533
3201_6	p_riboswitch=0.979746
3202_6	p_riboswitch=0.981271
3203_6	p_riboswitch=0.987809
3204_6	p_riboswitch=0.941075
3205_6	p_riboswitch=0.915184
3206_6	p_riboswitch=0.802629
3207_6	p_riboswitch=0.911567
3208_6	p_riboswitch=0.960731
3209_6	p_riboswitch=0.910919
3210_6	p_riboswitch=0.982214
3211_6	p_riboswitch=0.822126
3212_6	p_riboswitch=0.890222
3213_6	p_riboswitch=0.971178
3214_6	p_riboswitch=0.989911
3215_6	p_riboswitch=0.981192
3216_6	p_riboswitch=0.986217
3217_6	p_riboswitch=0.954470
3218_6	p_riboswitch=0.930566
3219_6	p_riboswitch=0.835468
3220_6	p_riboswitch=0.869491
3222_6	p_riboswitch=0.928346
3223_6	p_riboswitch=0.829949
3224_6	p_riboswitch=0.907696
3225_6	p_riboswitch=0.992112
3226_6	p_riboswitch=0.989456
3227_6	p_riboswitch=0.976530
3228_6	p_riboswitch=0.989018
3229_6	p_riboswitch=0.958030
3230_6	p_riboswitch=0.941897
3231_6	p_riboswitch=0.849281
3232_6	p_riboswitch=0.695132
3233_6	p_riboswitch=0.634610
3234_6	p_riboswitch=0.577411
3235_6	p_riboswitch=0.653091
3236_6	p_riboswitch=0.991705
3237_6	p_riboswitch=0.981879
3238_6	p_riboswitch=0.982177
3239_6	p_riboswitch=0.988988
3240_6	p_riboswitch=0.952854
3241_6	p_riboswitch=0.906092
3242_6	p_riboswitch=0.803382
3243_6	p_riboswitch=0.833125
3245_6	p_riboswitch=0.968795
3246_6	p_riboswitch=0.993236
3247_6	p_riboswitch=0.985264
3248_6	p_riboswitch=0.982318
3249_6	p_riboswitch=0.986264
3250_6	p_riboswitch=0.883783
3251_6	p_riboswitch=0.564533
3252_6	p_riboswitch=0.916295
3253_6	p_riboswitch=0.529675
3254_6	p_riboswitch=0.960398
3255_6	p_riboswitch=0.993711
3256_6	p_riboswitch=0.985187
3257_6	p_riboswitch=0.981259
3258_6	p_riboswitch=0.987512
3259_6	p_riboswitch=0.910515
3260_6	p_riboswitch=0.768516
3262_6	p_riboswitch=0.968243
3263_6	p_riboswitch=0.993524
3264_6	p_riboswitch=0.984325
3265_6	p_riboswitch=0.982373
3266_6	p_riboswitch=0.961065
3267_6	p_riboswitch=0.953506
3269_6	p_riboswitch=0.968245
3270_6	p_riboswitch=0.993389
3271_6	p_riboswitch=0.989837
3272_6	p_riboswitch=0.958685
3273_6	p_riboswitch=0.943047
3274_6	p_riboswitch=0.966977
3275_6	p_riboswitch=0.967537
3276_6	p_riboswitch=0.991590
3277_6	p_riboswitch=0.948861
3278_6	p_riboswitch=0.935439
3279_6	p_riboswitch=0.950194
3280_6	p_riboswitch=0.969168
3281_6	p_riboswitch=0.968802
3282_6	p_riboswitch=0.996860
3283_6	p_riboswitch=0.942606
3284_6	p_riboswitch=0.987726
3285_6	p_riboswitch=0.979194
3286_6	p_riboswitch=0.916700
3287_6	p_riboswitch=0.946948
3288_6	p_riboswitch=0.882302
3289_6	p_riboswitch=0.727412
3290_6	p_riboswitch=0.997423
3291_6	p_riboswitch=0.882177
3292_6	p_riboswitch=0.740508
3293_6	p_riboswitch=0.875519
3294_6	p_riboswitch=0.903693
3295_6	p_riboswitch=0.764837
3296_6	p_riboswitch=0.883431
3297_6	p_riboswitch=0.979716
3298_6	p_riboswitch=0.989844
3299_6	p_riboswitch=0.992649
3300_6	p_riboswitch=0.993055
3301_6	p_riboswitch=0.993044
3302_6	p_riboswitch=0.988298
3303_6	p_riboswitch=0.911694
3304_6	p_riboswitch=0.982416
3305_6	p_riboswitch=0.693950
3306_6	p_riboswitch=0.662071
3311_6	p_riboswitch=0.689296
3312_6	p_riboswitch=0.997488
3313_6	p_riboswitch=0.942006
3314_6	p_riboswitch=0.687334
3315_6	p_riboswitch=0.905100
3316_6	p_riboswitch=0.714415
3317_6	p_riboswitch=0.735251
3318_6	p_riboswitch=0.642125
3319_6	p_riboswitch=0.959749
3320_6	p_riboswitch=0.825157
3321_6	p_riboswitch=0.991717
3322_6	p_riboswitch=0.993216
3323_6	p_riboswitch=0.993154
3324_6	p_riboswitch=0.980954
3325_6	p_riboswitch=0.907453
3326_6	p_riboswitch=0.912619
3333_6	p_riboswitch=0.910601
3334_6	p_riboswitch=0.865062
3335_6	p_riboswitch=0.741601
3336_6	p_riboswitch=0.783705
3337_6	p_riboswitch=0.771500
3338_6	p_riboswitch=0.668871
3339_6	p_riboswitch=0.975172
3340_6	p_riboswitch=0.976837
3341_6	p_riboswitch=0.739126
3342_6	p_riboswitch=0.991841
3343_6	p_riboswitch=0.993009
3344_6	p_riboswitch=0.993000
3345_6	p_riboswitch=0.927056
3353_6	p_riboswitch=0.976379
3354_6	p_riboswitch=0.881738
3355_6	p_riboswitch=0.635405
3356_6	p_riboswitch=0.883685
3357_6	p_riboswitch=0.847806
3358_6	p_riboswitch=0.940569
3360_6	p_riboswitch=0.984605
3361_6	p_riboswitch=0.736589
3362_6	p_riboswitch=0.991792
3363_6	p_riboswitch=0.993094
3364_6	p_riboswitch=0.991579
3365_6	p_riboswitch=0.921674
3366_6	p_riboswitch=0.583402
3372_6	p_riboswitch=0.996251
3373_6	p_riboswitch=0.884477
3374_6	p_riboswitch=0.758345
3375_6	p_riboswitch=0.941824
3376_6	p_riboswitch=0.922719
3377_6	p_riboswitch=0.965412
3379_6	p_riboswitch=0.985757
3380_6	p_riboswitch=0.702488
3381_6	p_riboswitch=0.992473
3382_6	p_riboswitch=0.992930
3383_6	p_riboswitch=0.990332
3384_6	p_riboswitch=0.882850
3390_6	p_riboswitch=0.995974
3391_6	p_riboswitch=0.958561
3392_6	p_riboswitch=0.838734
3393_6	p_riboswitch=0.935171
3394_6	p_riboswitch=0.919964
3395_6	p_riboswitch=0.958986
3396_6	p_riboswitch=0.941922
3397_6	p_riboswitch=0.987310
3398_6	p_riboswitch=0.907446
3399_6	p_riboswitch=0.992178
3400_6	p_riboswitch=0.982603
3401_6	p_riboswitch=0.993105
3402_6	p_riboswitch=0.789092
3403_6	p_riboswitch=0.687106
3407_6	p_riboswitch=0.993278
3408_6	p_riboswitch=0.909801
3409_6	p_riboswitch=0.841024
3410_6	p_riboswitch=0.908473
3411_6	p_riboswitch=0.891459
3412_6	p_riboswitch=0.963056
3413_6	p_riboswitch=0.929203
3414_6	p_riboswitch=0.991352
3415_6	p_riboswitch=0.995360
3416_6	p_riboswitch=0.919699
3417_6	p_riboswitch=0.988629
3418_6	p_riboswitch=0.895760
3419_6	p_riboswitch=0.655704
3420_6	p_riboswitch=0.699447
3423_6	p_riboswitch=0.966644
3424_6	p_riboswitch=0.944034
3425_6	p_riboswitch=0.949660
3426_6	p_riboswitch=0.885556
3427_6	p_riboswitch=0.794905
3428_6	p_riboswitch=0.952983
3429_6	p_riboswitch=0.508894
3430_6	p_riboswitch=0.838519
3431_6	p_riboswitch=0.987796
3432_6	p_riboswitch=0.958888
3433_6	p_riboswitch=0.891498
3434_6	p_riboswitch=0.868438
3435_6	p_riboswitch=0.912105
3438_6	p_riboswitch=0.987305
3439_6	p_riboswitch=0.952227
3440_6	p_riboswitch=0.933201
3441_6	p_riboswitch=0.895599
3442_6	p_riboswitch=0.839709
3443_6	p_riboswitch=0.959670
3444_6	p_riboswitch=0.971604
3445_6	p_riboswitch=0.975879
3446_6	p_riboswitch=0.995737
3447_6	p_riboswitch=0.842845
3448_6	p_riboswitch=0.985675
3449_6	p_riboswitch=0.964092
3450_6	p_riboswitch=0.904476
3452_6	p_riboswitch=0.987809
3453_6	p_riboswitch=0.941075
3454_6	p_riboswitch=0.915184
3455_6	p_riboswitch=0.802629
3456_6	p_riboswitch=0.911567
3457_6	p_riboswitch=0.960731
3458_6	p_riboswitch=0.910919
3459_6	p_riboswitch=0.982214
3460_6	p_riboswitch=0.822126
3461_6	p_riboswitch=0.932782
3462_6	p_riboswitch=0.954944
3463_6	p_riboswitch=0.960224
3464_6	p_riboswitch=0.902816
3465_6	p_riboswitch=0.986217
3466_6	p_riboswitch=0.954470
3467_6	p_riboswitch=0.930566
3468_6	p_riboswitch=0.835468
3469_6	p_riboswitch=0.869491
3471_6	p_riboswitch=0.928346
3472_6	p_riboswitch=0.829949
3473_6	p_riboswitch=0.848761
3474_6	p_riboswitch=0.932505
3475_6	p_riboswitch=0.878650
3476_6	p_riboswitch=0.958424
3477_6	p_riboswitch=0.989018
3478_6	p_riboswitch=0.958030
3479_6	p_riboswitch=0.941897
3480_6	p_riboswitch=0.849281
3481_6	p_riboswitch=0.695132
3482_6	p_riboswitch=0.634610
3483_6	p_riboswitch=0.577411
3484_6	p_riboswitch=0.823721
3485_6	p_riboswitch=0.923943
3486_6	p_riboswitch=0.840187
3487_6	p_riboswitch=0.919079
3488_6	p_riboswitch=0.988988
3489_6	p_riboswitch=0.952854
3490_6	p_riboswitch=0.906092
3491_6	p_riboswitch=0.803382
3492_6	p_riboswitch=0.833125
3494_6	p_riboswitch=0.757356
3495_6	p_riboswitch=0.929356
3496_6	p_riboswitch=0.806453
3497_6	p_riboswitch=0.906116
3498_6	p_riboswitch=0.986264
3499_6	p_riboswitch=0.883783
3500_6	p_riboswitch=0.564533
3501_6	p_riboswitch=0.916295
3502_6	p_riboswitch=0.529675
3503_6	p_riboswitch=0.524073
3504_6	p_riboswitch=0.851572
3505_6	p_riboswitch=0.825303
3506_6	p_riboswitch=0.891223
3507_6	p_riboswitch=0.987512
3508_6	p_riboswitch=0.910515
3509_6	p_riboswitch=0.768516
3512_6	p_riboswitch=0.544691
3513_6	p_riboswitch=0.679559
3514_6	p_riboswitch=0.963018
3515_6	p_riboswitch=0.961065
3516_6	p_riboswitch=0.953506
3519_6	p_riboswitch=0.831397
3521_6	p_riboswitch=0.667425
3522_6	p_riboswitch=0.943047
3523_6	p_riboswitch=0.966977
3525_6	p_riboswitch=0.771474
3526_6	p_riboswitch=0.742300
3527_6	p_riboswitch=0.508194
3528_6	p_riboswitch=0.950194
3529_6	p_riboswitch=0.974185
3530_6	p_riboswitch=0.592727
3531_6	p_riboswitch=0.734024
3532_6	p_riboswitch=0.748970
3533_6	p_riboswitch=0.976099
3534_6	p_riboswitch=0.888578
3536_6	p_riboswitch=0.933130
3537_6	p_riboswitch=0.847379
3538_6	p_riboswitch=0.890241
3539_6	p_riboswitch=0.722955
3540_6	p_riboswitch=0.963817
3541_6	p_riboswitch=0.880845
3542_6	p_riboswitch=0.958329
3543_6	p_riboswitch=0.903693
3544_6	p_riboswitch=0.764837
3545_6	p_riboswitch=0.883431
3546_6	p_riboswitch=0.979716
3547_6	p_riboswitch=0.989844
3548_6	p_riboswitch=0.992649
3549_6	p_riboswitch=0.993055
3550_6	p_riboswitch=0.993044
3551_6	p_riboswitch=0.988298
3552_6	p_riboswitch=0.911694
3553_6	p_riboswitch=0.982416
3554_6	p_riboswitch=0.693950
3555_6	p_riboswitch=0.662071
3560_6	p_riboswitch=0.689296
3564_6	p_riboswitch=0.986596
3565_6	p_riboswitch=0.714415
3566_6	p_riboswitch=0.735251
3567_6	p_riboswitch=0.642125
3568_6	p_riboswitch=0.959749
3569_6	p_riboswitch=0.825157
3570_6	p_riboswitch=0.991717
3571_6	p_riboswitch=0.993216
3572_6	p_riboswitch=0.993154
3573_6	p_riboswitch=0.980954
3574_6	p_riboswitch=0.907453
3575_6	p_riboswitch=0.912619
3582_6	p_riboswitch=0.970303
3586_6	p_riboswitch=0.771500
3587_6	p_riboswitch=0.668871
3588_6	p_riboswitch=0.975172
3589_6	p_riboswitch=0.976837
3590_6	p_riboswitch=0.739126
3591_6	p_riboswitch=0.991841
3592_6	p_riboswitch=0.993009
3593_6	p_riboswitch=0.993000
3594_6	p_riboswitch=0.927056
3602_6	p_riboswitch=0.657701
3603_6	p_riboswitch=0.664162
3605_6	p_riboswitch=0.508810
3606_6	p_riboswitch=0.847806
3607_6	p_riboswitch=0.940569
3609_6	p_riboswitch=0.984605
3610_6	p_riboswitch=0.736589
3611_6	p_riboswitch=0.991792
3612_6	p_riboswitch=0.993094
3613_6	p_riboswitch=0.991579
3614_6	p_riboswitch=0.921674
3615_6	p_riboswitch=0.583402
3623_6	p_riboswitch=0.949654
3624_6	p_riboswitch=0.622980
3625_6	p_riboswitch=0.922719
3626_6	p_riboswitch=0.965412
3628_6	p_riboswitch=0.985757
3629_6	p_riboswitch=0.702488
3630_6	p_riboswitch=0.992473
3631_6	p_riboswitch=0.992930
3632_6	p_riboswitch=0.990332
3633_6	p_riboswitch=0.882850
3641_6	p_riboswitch=0.567788
3642_6	p_riboswitch=0.994457
3643_6	p_riboswitch=0.919964
3644_6	p_riboswitch=0.958986
3645_6	p_riboswitch=0.941922
3646_6	p_riboswitch=0.987310
3647_6	p_riboswitch=0.907446
3648_6	p_riboswitch=0.992178
3649_6	p_riboswitch=0.982603
3650_6	p_riboswitch=0.993105
3651_6	p_riboswitch=0.789092
3652_6	p_riboswitch=0.687106
3659_6	p_riboswitch=0.845487
3660_6	p_riboswitch=0.891459
3661_6	p_riboswitch=0.963056
3662_6	p_riboswitch=0.929203
3663_6	p_riboswitch=0.991352
3664_6	p_riboswitch=0.995360
3665_6	p_riboswitch=0.919699
3666_6	p_riboswitch=0.988629
3667_6	p_riboswitch=0.895760
3668_6	p_riboswitch=0.655704
3669_6	p_riboswitch=0.699447
3672_6	p_riboswitch=0.649709
3676_6	p_riboswitch=0.794905
3677_6	p_riboswitch=0.952983
3678_6	p_riboswitch=0.508894
3679_6	p_riboswitch=0.838519
3680_6	p_riboswitch=0.987796
3681_6	p_riboswitch=0.958888
3682_6	p_riboswitch=0.891498
3683_6	p_riboswitch=0.868438
3684_6	p_riboswitch=0.912105
3687_6	p_riboswitch=0.600299
3689_6	p_riboswitch=0.568934
3690_6	p_riboswitch=0.566858
3691_6	p_riboswitch=0.839709
3692_6	p_riboswitch=0.959670
3693_6	p_riboswitch=0.971604
3694_6	p_riboswitch=0.975879
3695_6	p_riboswitch=0.995737
3696_6	p_riboswitch=0.842845
3697_6	p_riboswitch=0.985675
3698_6	p_riboswitch=0.964092
3699_6	p_riboswitch=0.904476
3701_6	p_riboswitch=0.596729
3702_6	p_riboswitch=0.519559
3704_6	p_riboswitch=0.861963
3705_6	p_riboswitch=0.911567
3706_6	p_riboswitch=0.960731
3707_6	p_riboswitch=0.910919
3708_6	p_riboswitch=0.982214
3709_6	p_riboswitch=0.822126
3710_6	p_riboswitch=0.932782
3711_6	p_riboswitch=0.954944
3712_6	p_riboswitch=0.960224
3713_6	p_riboswitch=0.902816
3715_6	p_riboswitch=0.626482
3716_6	p_riboswitch=0.622479
3717_6	p_riboswitch=0.591859
3718_6	p_riboswitch=0.869491
3720_6	p_riboswitch=0.928346
3721_6	p_riboswitch=0.829949
3722_6	p_riboswitch=0.848761
3723_6	p_riboswitch=0.932505
3724_6	p_riboswitch=0.878650
3725_6	p_riboswitch=0.958424
3726_6	p_riboswitch=0.934297
3728_6	p_riboswitch=0.596862
3729_6	p_riboswitch=0.740658
3730_6	p_riboswitch=0.695132
3731_6	p_riboswitch=0.634610
3732_6	p_riboswitch=0.577411
3733_6	p_riboswitch=0.823721
3734_6	p_riboswitch=0.923943
3735_6	p_riboswitch=0.840187
3736_6	p_riboswitch=0.919079
3737_6	p_riboswitch=0.969247
3738_6	p_riboswitch=0.931994
3740_6	p_riboswitch=0.854104
3741_6	p_riboswitch=0.833125
3743_6	p_riboswitch=0.757356
3744_6	p_riboswitch=0.929356
3745_6	p_riboswitch=0.806453
3746_6	p_riboswitch=0.906116
3747_6	p_riboswitch=0.909006
3748_6	p_riboswitch=0.993660
3749_6	p_riboswitch=0.947436
3751_6	p_riboswitch=0.529675
3752_6	p_riboswitch=0.524073
3753_6	p_riboswitch=0.851572
3754_6	p_riboswitch=0.825303
3755_6	p_riboswitch=0.891223
3756_6	p_riboswitch=0.900694
3757_6	p_riboswitch=0.861977
3758_6	p_riboswitch=0.962760
3759_6	p_riboswitch=0.960241
3761_6	p_riboswitch=0.544691
3762_6	p_riboswitch=0.679559
3763_6	p_riboswitch=0.963018
3764_6	p_riboswitch=0.882436
3765_6	p_riboswitch=0.952998
3766_6	p_riboswitch=0.880855
3767_6	p_riboswitch=0.993455
3768_6	p_riboswitch=0.831397
3770_6	p_riboswitch=0.667425
3771_6	p_riboswitch=0.866150
3772_6	p_riboswitch=0.919476
3773_6	p_riboswitch=0.955027
3774_6	p_riboswitch=0.990640
3775_6	p_riboswitch=0.742300
3776_6	p_riboswitch=0.508194
3777_6	p_riboswitch=0.685751
3778_6	p_riboswitch=0.902458
3779_6	p_riboswitch=0.917354
3780_6	p_riboswitch=0.972050
3781_6	p_riboswitch=0.748970
3782_6	p_riboswitch=0.545873
3783_6	p_riboswitch=0.915014
3784_6	p_riboswitch=0.859449
3785_6	p_riboswitch=0.950884
3786_6	p_riboswitch=0.828751
3788_6	p_riboswitch=0.950243
3789_6	p_riboswitch=0.921346
3790_6	p_riboswitch=0.714074
3792_6	p_riboswitch=0.959508
3793_6	p_riboswitch=0.760071
3794_6	p_riboswitch=0.617067
3795_6	p_riboswitch=0.813396
3796_6	p_riboswitch=0.989844
3797_6	p_riboswitch=0.992649
3798_6	p_riboswitch=0.993055
3799_6	p_riboswitch=0.993044
3800_6	p_riboswitch=0.988298
3801_6	p_riboswitch=0.911694
3802_6	p_riboswitch=0.982416
3803_6	p_riboswitch=0.693950
3804_6	p_riboswitch=0.662071
3809_6	p_riboswitch=0.689296
3813_6	p_riboswitch=0.986596
3814_6	p_riboswitch=0.956874
3815_6	p_riboswitch=0.850494
3816_6	p_riboswitch=0.973733
3817_6	p_riboswitch=0.965527
3818_6	p_riboswitch=0.825157
3819_6	p_riboswitch=0.991717
3820_6	p_riboswitch=0.993216
3821_6	p_riboswitch=0.993154
3822_6	p_riboswitch=0.980954
3823_6	p_riboswitch=0.907453
3824_6	p_riboswitch=0.912619
3831_6	p_riboswitch=0.970303
3835_6	p_riboswitch=0.500588
3836_6	p_riboswitch=0.979856
3837_6	p_riboswitch=0.639513
3838_6	p_riboswitch=0.988436
3839_6	p_riboswitch=0.739126
3840_6	p_riboswitch=0.991841
3841_6	p_riboswitch=0.993009
3842_6	p_riboswitch=0.993000
3843_6	p_riboswitch=0.927056
3851_6	p_riboswitch=0.657701
3852_6	p_riboswitch=0.664162
3854_6	p_riboswitch=0.508810
3856_6	p_riboswitch=0.849865
3857_6	p_riboswitch=0.967687
3858_6	p_riboswitch=0.914978
3859_6	p_riboswitch=0.736589
3860_6	p_riboswitch=0.991792
3861_6	p_riboswitch=0.993094
3862_6	p_riboswitch=0.991579
3863_6	p_riboswitch=0.921674
3864_6	p_riboswitch=0.583402
3872_6	p_riboswitch=0.949654
3873_6	p_riboswitch=0.622980
3876_6	p_riboswitch=0.690844
3877_6	p_riboswitch=0.983505
3878_6	p_riboswitch=0.702488
3879_6	p_riboswitch=0.992473
3880_6	p_riboswitch=0.992930
3881_6	p_riboswitch=0.990332
3882_6	p_riboswitch=0.882850
3890_6	p_riboswitch=0.567788
3891_6	p_riboswitch=0.994457
3893_6	p_riboswitch=0.562641
3895_6	p_riboswitch=0.930275
3896_6	p_riboswitch=0.907446
3897_6	p_riboswitch=0.992178
3898_6	p_riboswitch=0.982603
3899_6	p_riboswitch=0.993105
3900_6	p_riboswitch=0.789092
3901_6	p_riboswitch=0.687106
3908_6	p_riboswitch=0.845487
3909_6	p_riboswitch=0.998458
3913_6	p_riboswitch=0.995360
3914_6	p_riboswitch=0.919699
3915_6	p_riboswitch=0.988629
3916_6	p_riboswitch=0.895760
3917_6	p_riboswitch=0.655704
3918_6	p_riboswitch=0.699447
3921_6	p_riboswitch=0.649709
3925_6	p_riboswitch=0.922234
3926_6	p_riboswitch=0.998688
3927_6	p_riboswitch=0.800287
3928_6	p_riboswitch=0.699173
3929_6	p_riboswitch=0.987796
3930_6	p_riboswitch=0.958888
3931_6	p_riboswitch=0.891498
3932_6	p_riboswitch=0.868438
