family,species,tree,seq_id
Cytophagaceae,Persicitalea jodogahamensis,RF01725,"BMXF01000002.1/385254-385353_BMXF01000002.1_Persicitalea_jodogahamensis_KCTC_12866_DNA,_sequence02,_whole_genome_shotgun_sequence_RF01725"
Prevotellaceae,Prevotella bryantii B14,RF01725,"ADWO01000014.1/44729-44623_Prevotella_bryantii_B14_contig_086,_whole_genome_shotgun_sequence._RF01725"
Marinilabiaceae,Marinilabilia salmonicolor,RF01725,"QPIZ01000007.1/77708-77806_QPIZ01000007.1_Marinilabilia_salmonicolor_strain_160A_Ga0227233_107,_whole_genome_shotgun_sequence_RF01725"
Porphyromonadaceae,Porphyromonas asaccharolytica DSM 20707,RF01725,"CP002689.1/1767219-1767115_Porphyromonas_asaccharolytica_DSM_20707,_complete_genome._RF01725"
Caulobacteraceae,Caulobacteraceae bacterium OTSz_A_272,RF01725,"CP013244.1/1760161-1760264_Caulobacteraceae_bacterium_OTSz_A_272,_complete_genome._RF01725"
Cystobacteraceae,Cystobacter ferrugineus,RF01725,"MPIN01000013.1/66936-67057_MPIN01000013.1_Cystobacter_ferrugineus_strain_Cbfe23_Contig_111,_whole_genome_shotgun_sequence_RF01725"
Pirellulaceae,Neorhodopirellula pilleata,RF01725,"SJPM01000004.1/105045-104936_SJPM01000004.1_Neorhodopirellula_pilleata_strain_Pla100_Pla100_contig00004,_whole_genome_shotgun_sequence_RF01725"
Verrucomicrobiaceae,Sulfuriroseicoccus oceanibius,RF01725,"CP066776.1/1864641-1864522_CP066776.1_Sulfuriroseicoccus_oceanibius_strain_T37_chromosome,_complete_genome_RF01725"
Microthrixaceae,Candidatus Microthrix parvicella RN1,RF01725,"HG422565.1/1411212-1411328_Candidatus_Microthrix_parvicella_RN1_genomic_scaffold,_2605_RF01725"
Tepidiformaceae,Tepidiforma thermophila,RF01725,"PDJQ01000001.1/1326633-1326740_PDJQ01000001.1_Tepidiforma_thermophila_strain_G233_Ga0070143_11,_whole_genome_shotgun_sequence_RF01725"
Desulfobacteraceae,Desulfobacteraceae bacterium,RF01725,"JAOTXI010000476.1/1135-1252_JAOTXI010000476.1_MAG:_Desulfobacteraceae_bacterium_isolate_13_Oct_SF_Bin32_13_Oct_SF_Bin32_scaffold_28707_c1,_whole_genome_shotgun_sequence_RF01725"
Weeksellaceae,Elizabethkingia argenteiflava,RF01725,"JAAABJ010000148.1/19222-19127_JAAABJ010000148.1_Elizabethkingia_argenteiflava_strain_YB22_k127_240,_whole_genome_shotgun_sequence_RF01725"
Vicingaceae,Vicingus serpentipes,RF01725,"VOOS01000002.1/534772-534867_VOOS01000002.1_Vicingus_serpentipes_strain_NCIMB_15042_2,_whole_genome_shotgun_sequence_RF01725"
Balneicellaceae,Balneicella halophila,RF01725,"QENZ01000004.1/509-412_QENZ01000004.1_Balneicella_halophila_strain_DSM_28579_Ga0215712_102,_whole_genome_shotgun_sequence_RF01725"
Tannerellaceae,Parabacteroides sp. PM6-13,RF01725,"JARXWF010000010.1/122736-122834_JARXWF010000010.1_Parabacteroides_sp._PM6-13_Ga0505164_10,_whole_genome_shotgun_sequence_RF01725"
Spirosomataceae,Emticicia aquatilis,RF01725,"BMKK01000017.1/27849-27954_BMKK01000017.1_Emticicia_aquatilis_CGMCC_1.15958_DNA,_sequence17,_whole_genome_shotgun_sequence_RF01725"
Chitinophagaceae,Chitinophagaceae bacterium BSSC1,RF01725,"NKJC01000001.1/1349876-1349781_NKJC01000001.1_MAG:_Chitinophagaceae_bacterium_BSSC1_NODE_2,_whole_genome_shotgun_sequence_RF01725"
Saprospiraceae,Membranihabitans marinus,RF01725,"JAHVHU010000018.1/87167-87070_JAHVHU010000018.1_Membranihabitans_marinus_strain_DP5N28-2_DP5N28-2_ctg018,_whole_genome_shotgun_sequence_RF01725"
Bacteroidaceae,Bacteroides sp. CAG:530,RF01725,"FR881205.1/9956-10060_Bacteroides_sp._CAG:530_genomic_scaffold,_scf154_RF01725"
Bernardetiaceae,Bernardetia litoralis DSM 6794,RF01725,"CP003345.1/3102034-3101901_Bernardetia_litoralis_DSM_6794_chromosome,_complete_genome._RF01725"
Flavobacteriaceae,Flavobacteriaceae bacterium,RF01725,"CP031964.1/3119648-3119548_CP031964.1_Flavobacteriaceae_bacterium_strain_AU392_chromosome,_complete_genome_RF01725"
Muribaculaceae,Muribaculaceae bacterium Isolate-104,RF01725,"RIBJ01000035.1/107113-107000_RIBJ01000035.1_Muribaculaceae_bacterium_Isolate-104_(HZI)_NODE_6_length_113749_cov_101.54,_whole_genome_shotgun_sequence_RF01725"
Sphingobacteriaceae,Sphingobacteriaceae bacterium WQ 2009,RF01725,"JAGKSB010000013.1/85001-85094_JAGKSB010000013.1_Sphingobacteriaceae_bacterium_WQ_2009_Scaffold13_1,_whole_genome_shotgun_sequence_RF01725"
Cytophagaceae,Cytophagaceae bacterium BCCC1,RF01725,"NKJF01000010.1/74068-73964_NKJF01000010.1_MAG:_Cytophagaceae_bacterium_BCCC1_NODE_280,_whole_genome_shotgun_sequence_RF01725"
Devosiaceae,Devosia sp. I507,RF03058,"CP026747.1/1408901-1408849_Devosia_sp._I507_chromosome,_complete_genome_RF03058"
Lichenibacteriaceae,Lichenibacterium ramalinae,RF03058,"QYBC01000023.1/31165-31220_Lichenibacterium_ramalinae_strain_RmlP001_NODE_37_length_96254_cov_9.32446,_whole_genome_shotgun_sequence_RF03058"
Boseaceae,Bosea caraganae,RF03058,"QQTP01000022.1/64707-64652_Bosea_caraganae_strain_RCAM_04685_NODE_22_length_88782_cov_42.327043,_whole_genome_shotgun_sequence_RF03058"
Breoghaniaceae,Breoghania sp. L-A4,RF03058,"CP031841.1/492596-492540_Breoghania_sp._L-A4_chromosome,_complete_genome_RF03058"
Lichenihabitantaceae,Lichenifustis flavocetrariae,RF03058,"JAMOIM010000010.1/148182-148127_Lichenifustis_flavocetrariae_strain_BP6-180914_NODE_10_length_215362_cov_42.171345,_whole_genome_shotgun_sequence_RF03058"
Parvibaculaceae,Kaustia mangrovi,RF03058,"CP058214.1/4505371-4505426_Kaustia_mangrovi_strain_R1DC25_chromosome,_complete_genome_RF03058"
Salinarimonadaceae,Salinarimonas soli,RF03058,"VUOA01000054.1/34868-34813_Salinarimonas_soli_strain_BN140002_contig_54,_whole_genome_shotgun_sequence_RF03058"
Kiloniellaceae,Kiloniellaceae bacterium,RF03058,"WHTV01000013.1/41070-41125_MAG:_Kiloniellaceae_bacterium_isolate_Dino_bin46_NODE_13_length_65336_cov_9.860358,_whole_genome_shotgun_sequence_RF03058"
Terasakiellaceae,Terasakiella brassicae,RF03058,"BMHV01000010.1/121825-121768_Terasakiella_brassicae_CGMCC_1.15254_DNA,_sequence10,_whole_genome_shotgun_sequence_RF03058"
Bradyrhizobiaceae,Bradyrhizobiaceae bacterium,RF03058,"SDZE01000559.1/2173-2228_MAG:_Bradyrhizobiaceae_bacterium_isolate_PMG_244_scaffold_66187,_whole_genome_shotgun_sequence_RF03058"
Treboniaceae,Trebonia kvetii,RF03072,"RPFW01000001.1/1557183-1556911_Trebonia_kvetii_strain_15TR583_NODE_1_length_1889528_cov_89.067929,_whole_genome_shotgun_sequence_RF03072"
Vallicoccaceae,Vallicoccus soli,RF03072,"QZEZ01000005.1/195214-195464_Vallicoccus_soli_strain_YIM_75000_Scaffold5,_whole_genome_shotgun_sequence_RF03072"
Acidothermaceae,Acidothermus cellulolyticus 11B,RF03072,"CP000481.1/1997156-1996880_Acidothermus_cellulolyticus_11B,_complete_genome_RF03072"
Streptosporangiaceae,Streptosporangiaceae bacterium NEAU-GS5,RF03072,"JAGFNW010000001.1/735932-735681_Streptosporangiaceae_bacterium_NEAU-GS5_Scaffold1,_whole_genome_shotgun_sequence_RF03072"
Nocardiopsaceae,Nocardiopsaceae bacterium YIM 96095,RF03072,"RJMB01000033.1/1441-1180_Nocardiopsaceae_bacterium_YIM_96095_Scaffold33,_whole_genome_shotgun_sequence_RF03072"
Nocardioidaceae,Nocardioidaceae bacterium,RF03072,CP059259.1/2871817-2871540_MAG:_Nocardioidaceae_bacterium_isolate_SSC3_chromosome_RF03072
Veillonellaceae,Veillonellaceae bacterium DNF00626,RF03072,"KQ960828.1/121513-121716_Veillonellaceae_bacterium_DNF00626_genomic_scaffold_Scaffold48,_whole_genome_shotgun_sequence_RF03072"
Staphylococcaceae,Nosocomiicoccus massiliensis,RF00522,"CP136964.1/479435-479479_CP136964.1_Nosocomiicoccus_massiliensis_strain_UMB0959_chromosome,_complete_genome_RF00522"
Hujiaoplasmataceae,Hujiaoplasma nucleasis,RF00522,"CP051151.1/352738-352694_CP051151.1_Hujiaoplasma_nucleasis_strain_zrk29_chromosome,_complete_genome_RF00522"
Neisseriaceae,Neisseriaceae bacterium,RF00522,"CP046107.1/818600-818555_CP046107.1_MAG:_Neisseriaceae_bacterium_isolate_HaMa_chromosome,_complete_genome_RF00522"
Bacillaceae,Bacillaceae bacterium SAS-127,RF00522,"NKXN01000049.1/11567-11524_NKXN01000049.1_Bacillaceae_bacterium_SAS-127_SAS-12_7_49,_whole_genome_shotgun_sequence_RF00522"
Planococcaceae,Planococcaceae bacterium Storch 2/2-2,RF00522,"WOYE01000009.1/382161-382118_WOYE01000009.1_Planococcaceae_bacterium_Storch_2/2-2_NODE_10_length_1463698_cov_84.739311,_whole_genome_shotgun_sequence_RF00522"
Carnobacteriaceae,Carnobacteriaceae bacterium zg-C25,RF00522,"CP072828.1/386631-386587_CP072828.1_Carnobacteriaceae_bacterium_zg-C25_chromosome,_complete_genome_RF00522"
Desulfohalobiaceae,Desulfohalobium retbaense DSM 5692,RF03167,"CP001734.1/1118071-1118145_Desulfohalobium_retbaense_DSM_5692,_complete_genome_RF03167"
Syntrophobacteraceae,Syntrophobacter fumaroxidans MPOB,RF03167,"CP000478.1/4137264-4137351_Syntrophobacter_fumaroxidans_MPOB,_complete_genome_RF03167"
Methylophilaceae,Novimethylophilus kurashikiensis,RF03167,"BDOQ01000003.1/53139-53057_Novimethylophilus_kurashikiensis_DNA,_contig:_SCAFFOLD0003,_whole_genome_shotgun_sequence_RF03167"
Sterolibacteriaceae,Denitratisoma sp. DHT3,RF03167,CP020914.1/3087015-3086916_Denitratisoma_sp._DHT3_genome_RF03167
Sulfuricellaceae,Sulfurirhabdus autotrophica,RF03167,"SMCO01000002.1/61820-61739_Sulfurirhabdus_autotrophica_strain_DSM_100309_Ga0244719_102,_whole_genome_shotgun_sequence_RF03167"
Thiobacillaceae,Parasulfuritortus cantonensis,RF03167,"SJZB01000027.1/10479-10393_Parasulfuritortus_cantonensis_strain_LSR1_tig00000007,_whole_genome_shotgun_sequence_RF03167"
Hydrogenophilaceae,Thiobacillus sp.,RF03167,"CP059257.1/1729804-1729713_MAG:_Thiobacillus_sp._isolate_SSC5_chromosome,_complete_genome_RF03167"
Leeiaceae,Leeia aquatica,RF03167,"JABAIM010000005.1/39179-39089_Leeia_aquatica_strain_IMCC25680_NODE_5_length_205286_cov_82.028037,_whole_genome_shotgun_sequence_RF03167"
Desulfofervidaceae,Candidatus Desulfofervidus auxilii,RF03167,CP013015.1/1646478-1646389_Candidatus_Desulfofervidus_auxilii_strain_HS1_genome_RF03167
Govaniaceae,Govania unica,RF03167,"JANWOI010000003.1/134224-134301_Govania_unica_strain_LMG_31809_contig00003,_whole_genome_shotgun_sequence_RF03167"
Solirubrobacteraceae,Solirubrobacter pauli,RF03167,"RBIL01000003.1/231294-231368_Solirubrobacter_pauli_strain_DSM_14954_Ga0183450_13,_whole_genome_shotgun_sequence_RF03167"
Desulfocapsaceae,Desulforhopalus sp. IMCC35007,RF03167,"SWCN01000027.1/17430-17357_Desulforhopalus_sp._IMCC35007_NODE_27_length_64683_cov_75.331511,_whole_genome_shotgun_sequence_RF03167"
Thiovibrionaceae,Thiovibrio frasassiensis,RF03167,"JAPHEH010000001.1/567563-567641_Thiovibrio_frasassiensis_strain_RS19-109_c_000000000001,_whole_genome_shotgun_sequence_RF03167"
Desulfosarcinaceae,Desulfatitalea alkaliphila,RF03167,"JALJRB010000002.1/251907-252042_Desulfatitalea_alkaliphila_strain_M08but_2,_whole_genome_shotgun_sequence_RF03167"
Desulfonatronaceae,Desulfonatronum sp. SC1,RF03167,"PZKN01000022.1/2341-2265_Desulfonatronum_sp._SC1_NODE_22_length_81860_cov_58.9481,_whole_genome_shotgun_sequence_RF03167"
Planctomycetaceae,Rhodopirellula baltica SH 1,RF03167,BX119912.1/2657900-2658011_Rhodopirellula_baltica_SH_1_complete_genome_RF03167
Nitrospiraceae,Nitrospira lenta,RF03167,"OUNR01000016.1/285411-285502_Nitrospira_lenta_isolate_N._lenta_BS10_genome_assembly,_contig:_NITLEN_Contig_3,_whole_genome_shotgun_sequence_RF03167"
Manganitrophaceae,Candidatus Manganitrophus noduliformans,RF03167,"VTOW01000001.1/575954-575859_Candidatus_Manganitrophus_noduliformans_strain_Mn-1_Ga0306812_101,_whole_genome_shotgun_sequence_RF03167"
Arcobacteraceae,Arcobacter sp. FWKO B,RF03167,CP041403.1/1383252-1383175_Arcobacter_sp._FWKO_B_chromosome_RF03167
Hydrogenimonadaceae,Hydrogenimonas sp.,RF03167,"AP019005.1/452919-452998_Hydrogenimonas_sp._MAG_DNA,_complete_genome_RF03167"
Sulfurimonadaceae,Candidatus Sulfurimonas marisnigri,RF03167,"CP054493.1/2078291-2078217_Candidatus_Sulfurimonas_marisnigri_strain_SoZ1_chromosome,_complete_genome_RF03167"
Sulfurovaceae,Sulfurovum sp. UBA12169,RF03167,"DLUH01000001.1/121362-121436_MAG_TPA_asm:_Sulfurovum_sp._UBA12169_contig_37,_whole_genome_shotgun_sequence_RF03167"
Defluviitaleaceae,Defluviitalea raffinosedens,RF03167,"WSLF01000004.1/15670-15754_Defluviitalea_raffinosedens_strain_249c-K6_seq4,_whole_genome_shotgun_sequence_RF03167"
Microbacteriaceae,Cryobacterium fucosi,RF03167,"SOHH01000025.1/24131-24205_Cryobacterium_fucosi_strain_Hh4_C648,_whole_genome_shotgun_sequence_RF03167"
Euzebyaceae,Euzebya pacifica,RF03167,"CP031165.1/2091512-2091607_Euzebya_pacifica_strain_DY32-46_chromosome,_complete_genome_RF03167"
Patulibacteraceae,Patulibacter medicamentivorans,RF03167,"AGUD01000038.1/1162-1080_Patulibacter_medicamentivorans_strain_I11_contig38,_whole_genome_shotgun_sequence_RF03167"
Capsulimonadaceae,Capsulimonas corticalis,RF03167,"AP025739.1/6220238-6220138_Capsulimonas_corticalis_AX-7_DNA,_complete_genome_RF03167"
Chthonomonadaceae,Chthonomonadaceae bacterium,RF03167,"JACMPS010000501.1/6584-6486_MAG:_Chthonomonadaceae_bacterium_isolate_LF-bin-356_FL-bin-356-contig-k141_2402066,_whole_genome_shotgun_sequence_RF03167"
Desulfomicrobiaceae,Desulfoplanes formicivorans,RF03167,"BDFE01000015.1/472385-472465_Desulfoplanes_formicivorans_DNA,_contig:_NODE_15,_strain:_Pf12B,_whole_genome_shotgun_sequence_RF03167"
Desulfarculaceae,Dethiosulfatarculus sandiegensis,RF03167,"AZAC01000023.1/48361-48282_Dethiosulfatarculus_sandiegensis_strain_SPR_contig_3,_whole_genome_shotgun_sequence_RF03167"
Lacipirellulaceae,Lacipirellula limnantheis,RF03167,CP036339.1/2737598-2737506_Lacipirellula_limnantheis_strain_I41_chromosome_RF03167
Gemmataceae,Limnoglobus roseus,RF03167,"CP042425.1/1938518-1938615_Limnoglobus_roseus_strain_PX52_chromosome,_complete_genome_RF03167"
Brocadiaceae,Candidatus Brocadiaceae bacterium S225,RF03167,"SMSL01000002.1/4450-4372_Candidatus_Brocadiaceae_bacterium_S225_S225a_contig00002,_whole_genome_shotgun_sequence_RF03167"
Alicyclobacillaceae,Alicyclobacillaceae bacterium I2511,RF03167,"QXHL01000025.1/7224-7303_Alicyclobacillaceae_bacterium_I2511_NODE_25_length_37512_cov_7.14776,_whole_genome_shotgun_sequence_RF03167"
Solirubrobacteraceae,Solirubrobacteraceae bacterium,RF03167,"JAGIBJ010000058.1/49309-49230_MAG:_Solirubrobacteraceae_bacterium_isolate_BIN45_scaffold26_cov0,_whole_genome_shotgun_sequence_RF03167"
Pirellulaceae,Pirellulaceae bacterium,RF03167,"JACNFG010000607.1/1568-1656_MAG:_Pirellulaceae_bacterium_isolate_ES-bin-42_ES-bin-42-contig-k141_5866741,_whole_genome_shotgun_sequence_RF03167"
Planctomycetaceae,Planctomycetaceae bacterium,RF03167,"LSSZ01000033.1/12328-12415_Planctomycetaceae_bacterium_SCGC_AG-212-D15_AG-212-D15.14,_whole_genome_shotgun_sequence_RF03167"
Brocadiaceae,Candidatus Brocadiaceae bacterium,RF03167,"CAJPFD010000077.1/776-657_Candidatus_Brocadiaceae_bacterium_genome_assembly,_contig:_CONTIG_77,_whole_genome_shotgun_sequence_RF03167"
Rikenellaceae,Alistipes indistinctus YIT 12060,RF01726,"JH370371.1/1316187-1316129_Alistipes_indistinctus_YIT_12060_genomic_scaffold_supercont1.1,_whole_genome_shotgun_sequence_RF01726"
Cryomorphaceae,Cryomorphaceae bacterium,RF01726,riboswitch_RF01726
Owenweeksiaceae,Croceimicrobium hydrocarbonivorans,RF01726,"CP060139.1/2962102-2962044_Croceimicrobium_hydrocarbonivorans_strain_A20-9_chromosome,_complete_genome_RF01726"
Phaeocystidibacteraceae,Phaeocystidibacter marisrubri,RF01726,"WBVQ01000001.1/842187-842129_Phaeocystidibacter_marisrubri_strain_JCM_30614_1,_whole_genome_shotgun_sequence_RF01726"
Salibacteraceae,Salibacter halophilus,RF01726,"WACR01000012.1/5207-5149_Salibacter_halophilus_strain_KCTC_52047_contig12,_whole_genome_shotgun_sequence_RF01726"
Schleiferiaceae,Thermaurantimonas aggregans,RF01726,"BHZE01000010.1/46338-46397_Thermaurantimonas_aggregans_LA_DNA,_sequence10,_whole_genome_shotgun_sequence_RF01726"
Dysgonomonadaceae,Dysgonamonadaceae bacterium,RF01726,"PKMK01000052.1/6671-6612_Dysgonamonadaceae_bacterium_strain_XHS2771_NODE_52_length_12433_cov_87.1255,_whole_genome_shotgun_sequence_RF01726"
Barnesiellaceae,Coprobacter secundus subsp. similis,RF01726,"AP023322.1/2818020-2817962_Coprobacter_secundus_subsp._similis_2CBH44_DNA,_complete_genome_RF01726"
Odoribacteraceae,Butyricimonas sp. An62,RF01726,"NFHW01000005.1/129113-129172_Butyricimonas_sp._An62_An62_contig_5,_whole_genome_shotgun_sequence_RF01726"
Tenuifilaceae,Tenuifilum thalassicum,RF01726,"CP041345.1/52947-53005_Tenuifilum_thalassicum_strain_38H-str_chromosome,_complete_genome_RF01726"
Dysgonamonadaceae,Dysgonomonas sp. BGC7,RF01726,"JACMIC010000010.1/339712-339771_Dysgonomonas_sp._BGC7_Scaffold_10,_whole_genome_shotgun_sequence_RF01726"
Lentimicrobiaceae,Lentimicrobium saccharophilum,RF01726,"DF968182.1/836277-836219_Lentimicrobium_saccharophilum_DNA,_scaffold:_TBC1_scaffold_1,_whole_genome_shotgun_sequence_RF01726"
Cryomorphaceae,Cryomorphaceae bacterium 1068,RF01726,riboswitch_RF01726
Bacteroidaceae,Bacteroidaceae bacterium HV4-6-C5C,RF01726,"VOIU01000033.1/7781-7722_Bacteroidaceae_bacterium_HV4-6-C5C_NODE_33_length_25784_cov_929.314,_whole_genome_shotgun_sequence_RF01726"
Prolixibacteraceae,Prolixibacteraceae bacterium,RF01726,"JACMKG010000267.1/5279-5338_MAG:_Prolixibacteraceae_bacterium_isolate_ES-bin-20_ES-bin-20-contig-k141_4315693,_whole_genome_shotgun_sequence_RF01726"
Prevotellaceae,Prevotellaceae bacterium KH2P17,RF01726,"FZRE01000007.1/75058-75116_Prevotellaceae_bacterium_KH2P17_genome_assembly,_contig:_Ga0066882_107,_whole_genome_shotgun_sequence_RF01726"
Porphyromonadaceae,Porphyromonadaceae bacterium COT-184 OH4590,RF01726,"JRAN01000004.1/5151-5093_Porphyromonadaceae_bacterium_COT-184_OH4590_contig_4,_whole_genome_shotgun_sequence_RF01726"
Haloplasmataceae,Haloplasma contractile SSD-17B,RF01831,"AFNU02000004.1/123658-123772_Haloplasma_contractile_SSD-17B_Contig4,_whole_genome_shotgun_sequence_RF01831"
Anaeroplasmataceae,Anaeroplasma bactoclasticum,RF01831,"QXEV01000018.1/31900-31807_Anaeroplasma_bactoclasticum_strain_ATCC_27112_EI71DRAFT_scaffold00018.18,_whole_genome_shotgun_sequence_RF01831"
Aminobacteriaceae,Fretibacterium sp. OH1220_COT-178,RF01831,"RQYL01000017.1/24741-24834_Fretibacterium_sp._OH1220_COT-178_scaffold_16,_whole_genome_shotgun_sequence_RF01831"
Bianqueaceae,Bianquea renquensis,RF01831,"JACRSQ010000012.1/22353-22253_Bianquea_renquensis_strain_NSJ-32_H6_ctg0012,_whole_genome_shotgun_sequence_RF01831"
Monoglobaceae,Monoglobus pectinilyticus,RF01831,CP020991.1/798889-798988_Monoglobus_pectinilyticus_strain_14_chromosome_RF01831
Mycoplasmataceae,Mycoplasma marinum,RF01831,"PSZO01000001.1/42332-42426_Mycoplasma_marinum_strain_PE_scaffold_0,_whole_genome_shotgun_sequence_RF01831"
Lactobacillaceae,Leuconostocaceae bacterium R-53105,RF01831,"FMYJ01000006.1/22745-22653_Leuconostocaceae_bacterium_R-53105_genome_assembly,_contig:_Ga0061076_106,_whole_genome_shotgun_sequence_RF01831"
Chromobacteriaceae,Aquitalea sp. FJL05,RF00080,"QAJS01000017.1/125785-125961_Aquitalea_sp._FJL05_F5_TAGCTT-1_contig_17,_whole_genome_shotgun_sequence_RF00080"
Chitinibacteraceae,Chitinimonas arctica,RF00080,"CP041730.1/4302933-4302758_Chitinimonas_arctica_strain_R3-44_chromosome,_complete_genome_RF00080"
Dongiaceae,Hypericibacter adhaerens,RF00080,"CP042582.1/736086-736234_Hypericibacter_adhaerens_strain_R5959_chromosome,_complete_genome_RF00080"
Ancalomicrobiaceae,Siculibacillus lacustris,RF00080,"SJFN01000006.1/124790-124966_Siculibacillus_lacustris_strain_SA-279_scaffold_5,_whole_genome_shotgun_sequence_RF00080"
Reyranellaceae,Reyranella soli,RF00080,"BKAJ01000032.1/190812-190994_Reyranella_soli_NBRC_108950_DNA,_sequence032,_whole_genome_shotgun_sequence_RF00080"
Rhodobiaceae,Tepidicaulis marinus,RF00080,"BBIO01000002.1/168802-168693_Tepidicaulis_marinus_DNA,_contig:_scaffold00002,_whole_genome_shotgun_sequence_RF00080"
Maricaulaceae,Alkalicaulis satelles,RF00080,"VWOJ01000002.1/120649-120470_Alkalicaulis_satelles_strain_G-192_NODE_2_length_903532,_whole_genome_shotgun_sequence_RF00080"
Pseudobdellovibrionaceae,Bdellovibrio sp. SKB1291214,RF00080,"CP106855.1/1859504-1859349_Bdellovibrio_sp._SKB1291214_chromosome,_complete_genome_RF00080"
Rhodocyclaceae,Rhodocyclaceae bacterium,RF00080,"CP020026.1/1897461-1897343_Rhodocyclaceae_bacterium_strain_Thauera-like_chromosome,_complete_genome_RF00080"
Methylophilaceae,Methylophilaceae bacterium,RF00080,"CAJPFK010000015.1/102015-101850_Methylophilaceae_bacterium_isolate_MTYP_genome_assembly,_contig:_CONTIG_15,_whole_genome_shotgun_sequence_RF00080"
Sphingomonadaceae,Sphingomonadaceae bacterium G21617-S1,RF00080,"JAPWHG010000007.1/1123-1302_Sphingomonadaceae_bacterium_G21617-S1_NODE_7_length_206697_cov_115.017,_whole_genome_shotgun_sequence_RF00080"
Rhodospirillaceae,Rhodospirillaceae bacterium LM-1,RF00080,"CACUVI010000025.1/281483-281663_Rhodospirillaceae_bacterium_LM-1_genome_assembly,_contig:_MTBLM1_Contig_4,_whole_genome_shotgun_sequence_RF00080"
Isosphaeraceae,Tautonia sociabilis,RF00080,"RYZH01000002.1/102427-102546_Tautonia_sociabilis_strain_GM2012_NODE_2_length_228804_cov_6.94107_ID_719,_whole_genome_shotgun_sequence_RF00080"
Chrysiogenaceae,Desulfurispirillum indicum S5,RF01068,"CP002432.1/304739-304785_Desulfurispirillum_indicum_S5,_complete_genome_RF01068"
Phreatobacteraceae,Phreatobacter cathodiphilus,RF01068,"CP027668.1/1875377-1875329_Phreatobacter_cathodiphilus_strain_S-12_chromosome,_complete_genome_RF01068"
Fodinicurvataceae,Limibacillus halophilus,RF01068,"JACHXA010000003.1/367960-367910_Limibacillus_halophilus_strain_CECT_8803_Ga0372437_03,_whole_genome_shotgun_sequence_RF01068"
Thalassospiraceae,Thalassospira mesophila,RF01068,"JFKA01000002.1/477110-477161_Thalassospira_mesophila_strain_JCM_18969_contig2,_whole_genome_shotgun_sequence_RF01068"
Parvularculaceae,Aquisalinus flavus,RF01068,"BMGH01000001.1/2154086-2154043_Aquisalinus_flavus_CGMCC_1.12921_DNA,_sequence1,_whole_genome_shotgun_sequence_RF01068"
Sneathiellaceae,Sneathiella litorea,RF01068,"WTUW01000002.1/41100-41056_Sneathiella_litorea_strain_DP05_scaffold2,_whole_genome_shotgun_sequence_RF01068"
Futianiaceae,Futiania mangrovi,RF01068,"JAMZFT010000001.1/377949-377901_Futiania_mangrovi_strain_FT118_NODE_1_length_1448022_cov_276.526728,_whole_genome_shotgun_sequence_RF01068"
Rhodothalassiaceae,Rhodothalassium salexigens DSM 2132,RF01068,"SLXO01000004.1/288531-288579_Rhodothalassium_salexigens_DSM_2132_Ga0310481_104,_whole_genome_shotgun_sequence_RF01068"
Helicobacteraceae,Wolinella succinogenes DSM 1740,RF01068,"BX571656.1/1071428-1071476_Wolinella_succinogenes_DSM_1740,_complete_genome_RF01068"
Acanthopleuribacteraceae,Acanthopleuribacter pedis,RF01068,"JAFREP010000029.1/67720-67676_Acanthopleuribacter_pedis_strain_KCTC_12899_Scaffold27_1,_whole_genome_shotgun_sequence_RF01068"
Lujinxingiaceae,Lujinxingia litoralis,RF01068,"QHKO01000001.1/954482-954529_Lujinxingia_litoralis_strain_B210_B210_contig1,_whole_genome_shotgun_sequence_RF01068"
Beijerinckiaceae,Beijerinckiaceae bacterium RH AL1,RF01068,"LR590083.2/2964815-2964768_Beijerinckiaceae_bacterium_RH_AL1_isolate_RH_AL1_genome_assembly,_chromosome:_1_RF01068"
Dermabacteraceae,Brachybacterium vulturis,RF01068,"CP023563.1/1436498-1436454_Brachybacterium_vulturis_strain_VM2412_chromosome,_complete_genome_RF01068"
Sanguibacteraceae,Sanguibacter sp. HDW7,RF01068,"CP049862.1/513776-513820_Sanguibacter_sp._HDW7_chromosome,_complete_genome_RF01068"
Glycomycetaceae,Stackebrandtia endophytica,RF01068,"VFOW01000001.1/1972336-1972251_Stackebrandtia_endophytica_strain_DSM_45928_Ga0264350_11,_whole_genome_shotgun_sequence_RF01068"
Brevibacteriaceae,Brevibacterium casei S18,RF01068,"AMSP01000002.1/195769-195815_Brevibacterium_casei_S18_Contig02,_whole_genome_shotgun_sequence_RF01068"
Promicromonosporaceae,Isoptericola dokdonensis DS-3,RF01068,"CP014209.1/1412338-1412386_Isoptericola_dokdonensis_DS-3,_complete_genome_RF01068"
Bogoriellaceae,Georgenia muralis,RF01068,"RKRA01000001.1/40538-40481_Georgenia_muralis_strain_DSM_14418_Ga0197525_11,_whole_genome_shotgun_sequence_RF01068"
Cerasicoccaceae,Ruficoccus amylovorans,RF01068,"JACHVB010000034.1/51338-51386_Ruficoccus_amylovorans_strain_JCM31066_Gn_379_211824_21191682,_whole_genome_shotgun_sequence_RF01068"
Longimicrobiaceae,Longimicrobium terrae,RF01068,"JACHIA010000001.1/668126-668079_Longimicrobium_terrae_strain_DSM_29007_Ga0415267_01,_whole_genome_shotgun_sequence_RF01068"
