family,species,tree,seq_id
Enterobacteriaceae,Serratia odorifera DSM 4582,RF01068,"GG753567.1/914602-914556_Serratia_odorifera_DSM_4582_genomic_scaffold_SCAFFOLD1,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Serratia rubidaea,RF01068,"LR134493.1/1235967-1235920_Serratia_rubidaea_strain_NCTC10036_genome_assembly,_chromosome:_1_RF01068"
Enterobacteriaceae,Budvicia aquatica,RF01068,"PDDX01000001.1/1365682-1365728_Budvicia_aquatica_strain_FDAARGOS_387_pRIID_90.contig.0,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Pantoea vagans,RF01068,"CP011427.1/3984047-3983997_Pantoea_vagans_strain_ND02_chromosome,_complete_genome_RF01068"
Enterobacteriaceae,Arsenophonus nasoniae,RF01068,"CP038613.1/3526975-3526931_Arsenophonus_nasoniae_strain_FIN_chromosome,_complete_genome_RF01068"
Enterobacteriaceae,Pantoea agglomerans,RF01068,"UGSO01000002.1/107203-107249_Pantoea_agglomerans_strain_NCTC9381_genome_assembly,_contig:_ERS513136SCcontig000002,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Biostraticola tofi,RF01068,"SMCR01000001.1/851792-851836_Biostraticola_tofi_strain_DSM_19580_Ga0244679_101,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Candidatus Symbiopectobacterium sp. Dall1.0,RF01055,"RYVQ01000096.1/4322-4471_RYVQ01000096.1_MAG:_Candidatus_Symbiopectobacterium_sp._Dall1.0_n96,_whole_genome_shotgun_sequence_RF01055"
Enterobacteriaceae,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,RF01055,"AE006468.2/870509-870653_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,_complete_genome._RF01055"
Enterobacteriaceae,Enterobacter cloacae SCF1,RF01055,"CP002272.1/3239476-3239336_Enterobacter_cloacae_SCF1,_complete_genome._RF01055"
Enterobacteriaceae,Providencia stuartii,RF01055,"LVIE01000001.1/335473-335333_LVIE01000001.1_Providencia_stuartii_strain_Crippen_contig_1,_whole_genome_shotgun_sequence_RF01055"
Enterobacteriaceae,Tenebrionibacter intestinalis,RF01055,"JAEPBH010000007.1/81542-81674_JAEPBH010000007.1_Tenebrionibacter_intestinalis_strain_BIT-L3_Scaffold7,_whole_genome_shotgun_sequence_RF01055"
Enterobacteriaceae,Citrobacter rodentium ICC168,RF01055,"FN543502.1/863051-863192_Citrobacter_rodentium_ICC168,_complete_genome_RF01055"
Enterobacteriaceae,Shigella flexneri 2a str. 301,RF01055,"AE005674.2/759739-759883_Shigella_flexneri_2a_str._301,_complete_genome._RF01055"
Enterobacteriaceae,Citrobacter sp. JGM124,RF01055,"JAERJD010000003.1/26749-26885_JAERJD010000003.1_Citrobacter_sp._JGM124_scaffold3_size381558,_whole_genome_shotgun_sequence_RF01055"
Enterobacteriaceae,Jejubacter calystegiae,RF01055,"CP040428.1/3014352-3014490_CP040428.1_Jejubacter_calystegiae_strain_KSNA2_chromosome,_complete_genome_RF01055"
Enterobacteriaceae,Cronobacter sakazakii ATCC BAA-894,RF01055,"CP000783.1/2519297-2519162_Cronobacter_sakazakii_ATCC_BAA-894,_complete_genome._RF01055"
Enterobacteriaceae,Leminorella richardii,RF00050,"LS483470.1/2923304-2923141_LS483470.1_Leminorella_richardii_strain_NCTC12151_genome_assembly,_chromosome:_1_RF00050"
Enterobacteriaceae,Photorhabdus luminescens subsp. laumondii TTO1,RF00050,BX470251.1/4649612-4649435_Photorhabdus_luminescens_subsp._laumondii_TTO1_complete_genome_RF00050
Enterobacteriaceae,Salmonella enterica different,RF00050,"CP000880.1/4349797-4349997_Salmonella_enterica_different,_complete_genome._RF00050"
Enterobacteriaceae,Escherichia vulneris NBRC 102420,RF00050,"BBMZ01000008.1/210823-210983_Escherichia_vulneris_NBRC_102420_DNA,_contig:_EV10242008._RF00050"
Enterobacteriaceae,Edwardsiella hoshinae,RF00050,"UFXZ01000001.1/3176363-3176207_UFXZ01000001.1_Edwardsiella_hoshinae_strain_NCTC12121_genome_assembly,_contig:_ERS1295689SCcontig000001,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Trabulsiella odontotermitis,RF00050,"JNGI01000128.1/73084-72937_JNGI01000128.1_Trabulsiella_odontotermitis_strain_12_SAMPLE12_CONTIG_128,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Erwinia billingiae,RF00050,FP236843.1/4305480-4305328_Erwinia_billingiae_strain_Eb661_complete_chromosome._RF00050
Enterobacteriaceae,Erwinia mallotivora,RF00050,"JFHN01000045.1/176223-176374_Erwinia_mallotivora_strain_BT-MARDI_contig_45,_whole_genome_shotgun_sequence._RF00050"
Enterobacteriaceae,Tatumella morbirosei,RF00059,"JPKR02000005.1/245851-245951_Tatumella_morbirosei_strain_LMG_23360_Contig5,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Yersinia pestis CO92,RF00059,AL590842.1/3197151-3197047_Yersinia_pestis_CO92_complete_genome_RF00059
Enterobacteriaceae,Erwinia tasmaniensis,RF00059,CU468135.1/864835-864954_Erwinia_tasmaniensis_strain_ET1/99_complete_chromosome._RF00059
Enterobacteriaceae,Xenorhabdus koppenhoeferi,RF00059,"FPBJ01000004.1/36019-36123_FPBJ01000004.1_Xenorhabdus_koppenhoeferi_strain_DSM_18168_genome_assembly,_contig:_Ga0111672_104,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Xenorhabdus cabanillasii,RF00059,"QTUB01000001.1/1718123-1718020_QTUB01000001.1_Xenorhabdus_cabanillasii_strain_DSM_17905_Ga0236269_11,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Erwinia tracheiphila,RF00059,"JXNU01000003.1/3131769-3131669_Erwinia_tracheiphila_strain_BuffGH_Etrach_2,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Lonsdalea quercina,RF00059,"FNQS01000003.1/370934-370838_Lonsdalea_quercina_strain_ATCC_29281_genome_assembly,_contig:_Ga0052894_scaffold00003.3_RF00059"
Enterobacteriaceae,Xenorhabdus innexi,RF00059,"LT699767.1/954905-954813_Xenorhabdus_innexi_strain_HGB1681_(deposited_as_PTA-6826_in_the_American_Type_Culture_Collection)_genome_assembly,_scaffold:_XIS1_scaffold1_RF00059"
Enterobacteriaceae,Xenorhabdus japonica,RF00059,"FOVO01000027.1/39720-39596_FOVO01000027.1_Xenorhabdus_japonica_strain_DSM_16522_genome_assembly,_contig:_Ga0111655_127,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Serratia symbiotica str. Tucson,RF00059,"GL636126.1/85960-86067_Serratia_symbiotica_str._Tucson_genomic_scaffold_scaffold00339,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Mangrovibacter sp. MFB070,RF01734,"JJMI01000057.1/53371-53301_Mangrovibacter_sp._MFB070_Contig-058,_whole_genome_shotgun_sequence_RF01734"
Enterobacteriaceae,Enterobacteriaceae bacterium strain FGI 57,RF01734,"CP003938.1/3390149-3390218_Enterobacteriaceae_bacterium_strain_FGI_57,_complete_genome_RF01734"
Enterobacteriaceae,Brenneria goodwinii,RF00168,"CGIG01000001.1/2274250-2274057_Brenneria_goodwinii_strain_OBR1_genome_assembly,_contig:_Contig_RF00168"
Enterobacteriaceae,Enterobacteriaceae bacterium RIT714,RF01068,"WJYB01000004.1/159677-159721_Enterobacteriaceae_bacterium_RIT714_4,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Candidatus Symbiopectobacterium sp. PLON1,RF00168,"RYVO01000049.1/28145-28352_RYVO01000049.1_MAG:_Candidatus_Symbiopectobacterium_sp._PLON1_n49_c_21.8,_whole_genome_shotgun_sequence_RF00168"
Enterobacteriaceae,Serratia fonticola,RF00168,"CP011254.1/1257705-1257898_Serratia_fonticola_strain_DSM_4576,_complete_genome._RF00168"
Enterobacteriaceae,Klebsiella michiganensis,RF00168,"KK036986.1/616945-616712_KK036986.1_Klebsiella_michiganensis_strain_MGH_27_adjbQ-supercont1.1,_whole_genome_shotgun_sequence_RF00168"
Enterobacteriaceae,Klebsiella indica,RF00174,"VCHQ01000032.1/67995-68175_VCHQ01000032.1_Klebsiella_indica_strain_TOUT106_salmonela_mira_c32,_whole_genome_shotgun_sequence_RF00174"
Enterobacteriaceae,Klebsiella pneumoniae subsp. pneumoniae,RF00174,"CP003200.1/4298047-4297870_CP003200.1_Klebsiella_pneumoniae_subsp._pneumoniae_HS11286,_complete_genome_RF00174"
Enterobacteriaceae,Dickeya dadantii 3937,RF00174,"CP002038.1/228518-228717_Dickeya_dadantii_3937,_complete_genome._RF00174"
Enterobacteriaceae,Cedecea neteri,RF00174,"CP009451.1/2505259-2505071_CP009451.1_Cedecea_neteri_strain_SSMD04,_complete_genome_RF00174"
Enterobacteriaceae,Kluyvera cryocrescens,RF00174,"CAADJD010000020.1/242851-243039_CAADJD010000020.1_Kluyvera_cryocrescens_strain_NCTC12993_genome_assembly,_contig:_ERS473437SCcontig000020,_whole_genome_shotgun_sequence_RF00174"
Enterobacteriaceae,Kluyvera genomosp. 3,RF00174,"CP022114.1/947760-947935_CP022114.1_Kluyvera_genomosp._3_strain_YDC799_chromosome,_complete_genome_RF00174"
Enterobacteriaceae,Pantoea ananatis LMG 20103,RF01068,"CP001875.2/4522268-4522219_Pantoea_ananatis_LMG_20103,_complete_genome_RF01068"
Enterobacteriaceae,Kosakonia cowanii JCM 10956 = DSM 18146,RF01068,"CP019445.1/744091-744044_Kosakonia_cowanii_JCM_10956_=_DSM_18146_strain_888-76_chromosome,_complete_genome_RF01068"
Enterobacteriaceae,Gibbsiella quercinecans,RF01068,"CP014136.1/2471660-2471706_Gibbsiella_quercinecans_strain_FRB97_chromosome,_complete_genome_RF01068"
Enterobacteriaceae,Yersinia ruckeri,RF01068,"UHJG01000001.1/1847046-1847000_Yersinia_ruckeri_strain_NCTC10476_genome_assembly,_contig:_ERS1545397SCcontig000001,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Serratia ficaria,RF01068,"LT906479.1/481528-481574_Serratia_ficaria_strain_NCTC12148_genome_assembly,_chromosome:_1_RF01068"
Enterobacteriaceae,Citrobacter freundii,RF01068,"JABXSS010000001.1/3763052-3763008_Citrobacter_freundii_strain_RHB34-C11_RHB34-C11_1,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Biostraticola tofi,RF01055,"SMCR01000003.1/139788-139930_SMCR01000003.1_Biostraticola_tofi_strain_DSM_19580_Ga0244679_103,_whole_genome_shotgun_sequence_RF01055"
Enterobacteriaceae,Serratia rubidaea,RF01055,"LR134493.1/217475-217337_LR134493.1_Serratia_rubidaea_strain_NCTC10036_genome_assembly,_chromosome:_1_RF01055"
Enterobacteriaceae,Pantoea vagans,RF01055,"CP011427.1/2758407-2758274_CP011427.1_Pantoea_vagans_strain_ND02_chromosome,_complete_genome_RF01055"
Enterobacteriaceae,Buttiauxella agrestis ATCC 33320,RF01055,"JMPI01000022.1/214731-214862_Buttiauxella_agrestis_ATCC_33320_GBAG.assembly.022,_whole_genome_shotgun_sequence._RF01055"
Enterobacteriaceae,Budvicia aquatica,RF01055,"PDDX01000001.1/3127035-3127172_PDDX01000001.1_Budvicia_aquatica_strain_FDAARGOS_387_pRIID_90.contig.0,_whole_genome_shotgun_sequence_RF01055"
Enterobacteriaceae,Arsenophonus nasoniae,RF01055,"CP038613.1/1496391-1496540_CP038613.1_Arsenophonus_nasoniae_strain_FIN_chromosome,_complete_genome_RF01055"
Enterobacteriaceae,Citrobacter koseri ATCC BAA-895,RF01055,"CP000822.1/2171065-2170919_Citrobacter_koseri_ATCC_BAA-895,_complete_genome._RF01055"
Enterobacteriaceae,Brenneria rubrifaciens,RF01055,"CP034035.1/2327837-2327689_CP034035.1_Brenneria_rubrifaciens_strain_6D370_chromosome,_complete_genome_RF01055"
Enterobacteriaceae,Pantoea agglomerans,RF01055,"UGSO01000001.1/2812887-2812754_UGSO01000001.1_Pantoea_agglomerans_strain_NCTC9381_genome_assembly,_contig:_ERS513136SCcontig000001,_whole_genome_shotgun_sequence_RF01055"
Enterobacteriaceae,Serratia odorifera DSM 4582,RF01055,"GG753567.1/4936603-4936461_Serratia_odorifera_DSM_4582_genomic_scaffold_SCAFFOLD1,_whole_genome_shotgun_sequence._RF01055"
Enterobacteriaceae,Klebsiella sp. RIT-PI-d,RF01055,"LGIT01000009.1/493171-493302_Klebsiella_sp._RIT-PI-d_NODE_1_length_2264346_cov_38.3847_ID_1,_whole_genome_shotgun_sequence._RF01055"
Enterobacteriaceae,Cronobacter sakazakii ATCC BAA-894,RF00050,"CP000783.1/342103-342286_Cronobacter_sakazakii_ATCC_BAA-894,_complete_genome._RF00050"
Enterobacteriaceae,Shigella flexneri 2a str. 301,RF00050,"AE005674.2/3177852-3177704_Shigella_flexneri_2a_str._301,_complete_genome._RF00050"
Enterobacteriaceae,Candidatus Symbiopectobacterium sp. Dall1.0,RF00050,"RYVQ01000051.1/19396-19598_RYVQ01000051.1_MAG:_Candidatus_Symbiopectobacterium_sp._Dall1.0_n51,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Tenebrionibacter intestinalis,RF00050,"JAEPBH010000006.1/43082-43232_JAEPBH010000006.1_Tenebrionibacter_intestinalis_strain_BIT-L3_Scaffold6,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Citrobacter sp. JGM124,RF00050,"JAERJD010000008.1/149377-149531_JAERJD010000008.1_Citrobacter_sp._JGM124_scaffold8_size292164,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,RF00050,"AE006468.2/3358815-3358617_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,_complete_genome._RF00050"
Enterobacteriaceae,Providencia stuartii,RF00050,"LVIE01000179.1/59041-58893_LVIE01000179.1_Providencia_stuartii_strain_Crippen_contig_4,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Jejubacter calystegiae,RF00050,"CP040428.1/430308-430147_CP040428.1_Jejubacter_calystegiae_strain_KSNA2_chromosome,_complete_genome_RF00050"
Enterobacteriaceae,Citrobacter rodentium ICC168,RF00050,"FN543502.1/3782868-3782719_Citrobacter_rodentium_ICC168,_complete_genome_RF00050"
Enterobacteriaceae,Enterobacter cloacae SCF1,RF00050,"CP002272.1/741750-741899_Enterobacter_cloacae_SCF1,_complete_genome._RF00050"
Enterobacteriaceae,Photorhabdus luminescens subsp. laumondii TTO1,RF00059,BX470251.1/705796-705692_Photorhabdus_luminescens_subsp._laumondii_TTO1_complete_genome_RF00059
Enterobacteriaceae,Erwinia billingiae,RF00059,FP236843.1/3048652-3048756_Erwinia_billingiae_strain_Eb661_complete_chromosome._RF00059
Enterobacteriaceae,Xenorhabdus cabanillasii,RF00059,"QTUB01000001.1/2799352-2799444_QTUB01000001.1_Xenorhabdus_cabanillasii_strain_DSM_17905_Ga0236269_11,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Tatumella morbirosei,RF00059,"JPKR02000003.1/1671602-1671693_Tatumella_morbirosei_strain_LMG_23360_Contig3,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Serratia symbiotica str. Tucson,RF00059,"GL636113.1/16783-16659_Serratia_symbiotica_str._Tucson_genomic_scaffold_scaffold00226,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Lonsdalea quercina,RF00059,"FNQS01000004.1/187345-187464_Lonsdalea_quercina_strain_ATCC_29281_genome_assembly,_contig:_Ga0052894_scaffold00004.4_RF00059"
Enterobacteriaceae,Erwinia mallotivora,RF00059,"JFHN01000050.1/99250-99154_Erwinia_mallotivora_strain_BT-MARDI_contig_50,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Yersinia pestis CO92,RF00059,AL590842.1/4190343-4190468_Yersinia_pestis_CO92_complete_genome_RF00059
Enterobacteriaceae,Erwinia tasmaniensis,RF00059,CU468135.1/202297-202197_Erwinia_tasmaniensis_strain_ET1/99_complete_chromosome._RF00059
Enterobacteriaceae,Escherichia vulneris NBRC 102420,RF00059,"BBMZ01000007.1/290276-290372_Escherichia_vulneris_NBRC_102420_DNA,_contig:_EV10242007._RF00059"
Enterobacteriaceae,Edwardsiella hoshinae,RF00059,"UFXZ01000001.1/3514366-3514481_UFXZ01000001.1_Edwardsiella_hoshinae_strain_NCTC12121_genome_assembly,_contig:_ERS1295689SCcontig000001,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Leminorella richardii,RF00059,"LS483470.1/993395-993493_LS483470.1_Leminorella_richardii_strain_NCTC12151_genome_assembly,_chromosome:_1_RF00059"
Enterobacteriaceae,Xenorhabdus japonica,RF00059,"FOVO01000003.1/10570-10662_FOVO01000003.1_Xenorhabdus_japonica_strain_DSM_16522_genome_assembly,_contig:_Ga0111655_103,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Xenorhabdus koppenhoeferi,RF00059,"FPBJ01000024.1/41281-41157_FPBJ01000024.1_Xenorhabdus_koppenhoeferi_strain_DSM_18168_genome_assembly,_contig:_Ga0111672_124,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Trabulsiella odontotermitis,RF00059,"JNGI01000017.1/21771-21673_JNGI01000017.1_Trabulsiella_odontotermitis_strain_12_SAMPLE12_CONTIG_17,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Xenorhabdus innexi,RF00059,"LT699767.1/3060782-3060678_Xenorhabdus_innexi_strain_HGB1681_(deposited_as_PTA-6826_in_the_American_Type_Culture_Collection)_genome_assembly,_scaffold:_XIS1_scaffold1_RF00059"
Enterobacteriaceae,Salmonella enterica different,RF00059,"CP000880.1/3427443-3427543_Salmonella_enterica_different,_complete_genome._RF00059"
Enterobacteriaceae,Enterobacteriaceae bacterium strain FGI 57,RF00168,"CP003938.1/4434585-4434779_CP003938.1_Enterobacteriaceae_bacterium_strain_FGI_57,_complete_genome_RF00168"
Enterobacteriaceae,Enterobacteriaceae bacterium RIT714,RF01055,"WJYB01000003.1/283685-283819_WJYB01000003.1_Enterobacteriaceae_bacterium_RIT714_3,_whole_genome_shotgun_sequence_RF01055"
Enterobacteriaceae,Mangrovibacter sp. MFB070,RF00168,"JJMI01000003.1/19542-19349_Mangrovibacter_sp._MFB070_Contig-003,_whole_genome_shotgun_sequence._RF00168"
Enterobacteriaceae,Klebsiella indica,RF00174,"VCHQ01000008.1/77428-77127_VCHQ01000008.1_Klebsiella_indica_strain_TOUT106_salmonela_mira_c8,_whole_genome_shotgun_sequence_RF00174"
Enterobacteriaceae,Kluyvera genomosp. 3,RF00174,"CP022114.1/4835066-4834880_CP022114.1_Kluyvera_genomosp._3_strain_YDC799_chromosome,_complete_genome_RF00174"
Enterobacteriaceae,Candidatus Symbiopectobacterium sp. PLON1,RF00174,"RYVO01000002.1/3386-3175_RYVO01000002.1_MAG:_Candidatus_Symbiopectobacterium_sp._PLON1_n2_c_19.0,_whole_genome_shotgun_sequence_RF00174"
Enterobacteriaceae,Serratia fonticola,RF00174,"CP011254.1/4269297-4269489_Serratia_fonticola_strain_DSM_4576,_complete_genome._RF00174"
Enterobacteriaceae,Klebsiella michiganensis,RF00174,"KK036986.1/1666710-1666877_KK036986.1_Klebsiella_michiganensis_strain_MGH_27_adjbQ-supercont1.1,_whole_genome_shotgun_sequence_RF00174"
Enterobacteriaceae,Brenneria goodwinii,RF00174,"CGIG01000001.1/1375546-1375307_Brenneria_goodwinii_strain_OBR1_genome_assembly,_contig:_Contig_RF00174"
Enterobacteriaceae,Klebsiella pneumoniae subsp. pneumoniae,RF01068,"CP003200.1/432082-432126_Klebsiella_pneumoniae_subsp._pneumoniae_HS11286,_complete_genome_RF01068"
Enterobacteriaceae,Kluyvera cryocrescens,RF01068,"CAADJD010000006.1/119369-119413_Kluyvera_cryocrescens_strain_NCTC12993_genome_assembly,_contig:_ERS473437SCcontig000006,_whole_genome_shotgun_sequence_RF01068"
Enterobacteriaceae,Cedecea neteri,RF01068,"CP009451.1/2220850-2220806_Cedecea_neteri_strain_SSMD04,_complete_genome_RF01068"
Enterobacteriaceae,Dickeya dadantii 3937,RF01068,"CP002038.1/4779265-4779313_Dickeya_dadantii_3937,_complete_genome_RF01068"
Enterobacteriaceae,Yersinia ruckeri,RF01055,"UHJG01000001.1/956911-956774_UHJG01000001.1_Yersinia_ruckeri_strain_NCTC10476_genome_assembly,_contig:_ERS1545397SCcontig000001,_whole_genome_shotgun_sequence_RF01055"
Enterobacteriaceae,Pantoea ananatis LMG 20103,RF01055,"CP001875.2/1385861-1385994_Pantoea_ananatis_LMG_20103,_complete_genome._RF01055"
Enterobacteriaceae,Gibbsiella quercinecans,RF01055,"CP014136.1/1147307-1147164_CP014136.1_Gibbsiella_quercinecans_strain_FRB97_chromosome,_complete_genome_RF01055"
Enterobacteriaceae,Kosakonia cowanii JCM 10956 = DSM 18146,RF01055,"CP019445.1/2688794-2688952_CP019445.1_Kosakonia_cowanii_JCM_10956_=_DSM_18146_strain_888-76_chromosome,_complete_genome_RF01055"
Enterobacteriaceae,Citrobacter freundii,RF01055,"JABXSS010000001.1/2693055-2692910_JABXSS010000001.1_Citrobacter_freundii_strain_RHB34-C11_RHB34-C11_1,_whole_genome_shotgun_sequence_RF01055"
Enterobacteriaceae,Serratia ficaria,RF01055,"LT906479.1/1445772-1445916_LT906479.1_Serratia_ficaria_strain_NCTC12148_genome_assembly,_chromosome:_1_RF01055"
Enterobacteriaceae,Brenneria rubrifaciens,RF00050,"CP034035.1/687465-687656_CP034035.1_Brenneria_rubrifaciens_strain_6D370_chromosome,_complete_genome_RF00050"
Enterobacteriaceae,Buttiauxella agrestis ATCC 33320,RF00050,"JMPI01000013.1/39422-39569_Buttiauxella_agrestis_ATCC_33320_GBAG.assembly.013,_whole_genome_shotgun_sequence._RF00050"
Enterobacteriaceae,Klebsiella sp. RIT-PI-d,RF00050,"LGIT01000003.1/322349-322201_Klebsiella_sp._RIT-PI-d_NODE_2_length_598449_cov_38.8215_ID_3,_whole_genome_shotgun_sequence._RF00050"
Enterobacteriaceae,Budvicia aquatica,RF00050,"PDDX01000001.1/1827308-1827475_PDDX01000001.1_Budvicia_aquatica_strain_FDAARGOS_387_pRIID_90.contig.0,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Pantoea agglomerans,RF00050,"UGSO01000001.1/660847-661004_UGSO01000001.1_Pantoea_agglomerans_strain_NCTC9381_genome_assembly,_contig:_ERS513136SCcontig000001,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Biostraticola tofi,RF00050,"SMCR01000002.1/191078-191236_SMCR01000002.1_Biostraticola_tofi_strain_DSM_19580_Ga0244679_102,_whole_genome_shotgun_sequence_RF00050"
Enterobacteriaceae,Pantoea vagans,RF00050,"CP011427.1/406008-406157_CP011427.1_Pantoea_vagans_strain_ND02_chromosome,_complete_genome_RF00050"
Enterobacteriaceae,Serratia odorifera DSM 4582,RF00050,"GG753567.1/2022842-2023000_Serratia_odorifera_DSM_4582_genomic_scaffold_SCAFFOLD1,_whole_genome_shotgun_sequence._RF00050"
Enterobacteriaceae,Serratia rubidaea,RF00050,"LR134493.1/2258985-2259145_LR134493.1_Serratia_rubidaea_strain_NCTC10036_genome_assembly,_chromosome:_1_RF00050"
Enterobacteriaceae,Citrobacter koseri ATCC BAA-895,RF00050,"CP000822.1/4107005-4106800_Citrobacter_koseri_ATCC_BAA-895,_complete_genome._RF00050"
Enterobacteriaceae,Arsenophonus nasoniae,RF00050,"CP038613.1/555983-556148_CP038613.1_Arsenophonus_nasoniae_strain_FIN_chromosome,_complete_genome_RF00050"
Enterobacteriaceae,Escherichia vulneris NBRC 102420,RF00059,"BBMZ01000008.1/279736-279638_Escherichia_vulneris_NBRC_102420_DNA,_contig:_EV10242008._RF00059"
Enterobacteriaceae,Enterobacter cloacae SCF1,RF00059,"CP002272.1/4493881-4493981_Enterobacter_cloacae_SCF1,_complete_genome._RF00059"
Enterobacteriaceae,Lonsdalea quercina,RF00059,"FNQS01000017.1/21658-21542_Lonsdalea_quercina_strain_ATCC_29281_genome_assembly,_contig:_Ga0052894_scaffold00017.17_RF00059"
Enterobacteriaceae,Photorhabdus luminescens subsp. laumondii TTO1,RF00059,BX470251.1/527145-527020_Photorhabdus_luminescens_subsp._laumondii_TTO1_complete_genome_RF00059
Enterobacteriaceae,Citrobacter sp. JGM124,RF00059,"JAERJD010000007.1/12207-12311_JAERJD010000007.1_Citrobacter_sp._JGM124_scaffold7_size294975,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Shigella flexneri 2a str. 301,RF00059,"AE005674.2/2190954-2190858_Shigella_flexneri_2a_str._301,_complete_genome._RF00059"
Enterobacteriaceae,Tatumella morbirosei,RF00059,"JPKR02000003.1/958268-958178_Tatumella_morbirosei_strain_LMG_23360_Contig3,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Xenorhabdus innexi,RF00059,"LT699767.1/2239949-2240073_Xenorhabdus_innexi_strain_HGB1681_(deposited_as_PTA-6826_in_the_American_Type_Culture_Collection)_genome_assembly,_scaffold:_XIS1_scaffold1_RF00059"
Enterobacteriaceae,Erwinia mallotivora,RF00059,"JFHN01000024.1/27733-27633_Erwinia_mallotivora_strain_BT-MARDI_contig_24,_whole_genome_shotgun_sequence._RF00059"
Enterobacteriaceae,Cronobacter sakazakii ATCC BAA-894,RF00059,"CP000783.1/3198294-3198395_Cronobacter_sakazakii_ATCC_BAA-894,_complete_genome._RF00059"
Enterobacteriaceae,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,RF00059,"AE006468.2/126801-126702_Salmonella_enterica_subsp._enterica_serovar_Typhimurium_str._LT2,_complete_genome._RF00059"
Enterobacteriaceae,Providencia stuartii,RF00059,"LVIE01000168.1/297572-297482_LVIE01000168.1_Providencia_stuartii_strain_Crippen_contig_3,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Tenebrionibacter intestinalis,RF00059,"JAEPBH010000057.1/9118-9010_JAEPBH010000057.1_Tenebrionibacter_intestinalis_strain_BIT-L3_Scaffold57,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Xenorhabdus japonica,RF00059,"FOVO01000004.1/65298-65194_FOVO01000004.1_Xenorhabdus_japonica_strain_DSM_16522_genome_assembly,_contig:_Ga0111655_104,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Jejubacter calystegiae,RF00059,"CP040428.1/4633121-4633021_CP040428.1_Jejubacter_calystegiae_strain_KSNA2_chromosome,_complete_genome_RF00059"
Enterobacteriaceae,Xenorhabdus cabanillasii,RF00059,"QTUB01000001.1/1565344-1565217_QTUB01000001.1_Xenorhabdus_cabanillasii_strain_DSM_17905_Ga0236269_11,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Trabulsiella odontotermitis,RF00059,"JNGI01000030.1/48166-48074_JNGI01000030.1_Trabulsiella_odontotermitis_strain_12_SAMPLE12_CONTIG_30,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Candidatus Symbiopectobacterium sp. Dall1.0,RF00059,"RYVQ01000245.1/10171-10300_RYVQ01000245.1_MAG:_Candidatus_Symbiopectobacterium_sp._Dall1.0_n245,_whole_genome_shotgun_sequence_RF00059"
Enterobacteriaceae,Salmonella enterica different,RF00059,"CP000880.1/2819543-2819642_Salmonella_enterica_different,_complete_genome._RF00059"
Enterobacteriaceae,Citrobacter rodentium ICC168,RF00059,"FN543502.1/2338866-2338769_Citrobacter_rodentium_ICC168,_complete_genome_RF00059"
